,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
2013-04-15,0.0004000733414819546,0.0006001350135009798,0.0008997975607296802,0.0011997301034574232,0.002200111208505096,0.0032020638518234553,0.006936095803460942,0.011353589380643948,0.01773446841497196,0.026703486843969067,0.03179198700803389
2013-04-16,0.0006001650275042625,0.0006001350135009798,0.0008997975607296802,0.0012997076245289335,0.0024001666065899506,0.003301852863043508,0.007137716215204296,0.011661120849866334,0.018047590979305136,0.027028755335580208,0.03213266733218034
2013-04-17,0.0005001145992498124,0.0006001350135009798,0.0008997975607296802,0.0012997076245289335,0.0024001666065899506,0.0035025222893540165,0.007136269960448563,0.011451031510296389,0.017833117650174337,0.026807106701407832,0.03190124154233718
2013-04-18,0.00030004125343707777,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002400271734015972,0.0035026247508641445,0.0071363963898874415,0.011451178887299403,0.017723576629268836,0.02656835334269871,0.031654580852934336
2013-04-19,0.0004000733414819546,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002400271734015972,0.0035026247508641445,0.007237924064209317,0.011553636079834423,0.01782785850293212,0.026676613443820208,0.03176797321637701
2013-04-22,0.0004000733414819546,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002400271734015972,0.0035026247508641445,0.007034897435369102,0.011452867362317877,0.01772547363714839,0.026695930813511237,0.031785234573588714
2013-04-23,0.0004000733414819546,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.0023001883295495156,0.0035028589982826486,0.007136685432918815,0.011555680245765703,0.017939920286106206,0.026917570675908366,0.032016625860436555
2013-04-24,0.0005001145992498124,0.0006001350135009798,0.0008997975607296802,0.0012997076245289335,0.0023000875939717326,0.0034024070670940175,0.007035770345342142,0.011453900052260345,0.01783636220604266,0.026683702297923807,0.03193539068377839
2013-04-25,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001199760095961564,0.0023002171119636448,0.003502888277094531,0.007136721560702525,0.011659939441926968,0.017936428543510827,0.026914647188510128,0.03217571130770818
2013-04-26,0.0004000733414819546,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002200111208505096,0.0032020638518234553,0.006834614561835268,0.011147043660478409,0.017523939162529627,0.02635931649837527,0.031755795831539056
2013-04-29,0.00030004125343707777,0.0005000937578125697,0.0007998400426538933,0.001199760095961564,0.002000000827051439,0.0032025188062818604,0.006835202620373597,0.011147740377324812,0.017524734600540177,0.02661185928473066,0.031854552826981436
2013-04-30,0.00030004125343707777,0.0005000937578125697,0.0008997975607296802,0.0010997525861337041,0.0022002075635751935,0.0032021574982770114,0.006834735605955447,0.011251272439921127,0.017520650518384858,0.02660839596411509,0.03185143235303033
2013-05-01,0.00030004125343707777,0.0006001350135009798,0.0007998400426538933,0.0010997800778875242,0.0020000884043911075,0.0030019716786382714,0.0065323420970940715,0.010842297709653425,0.01710442780161154,0.026049769501738276,0.03126783637807853
2013-05-02,0.00020001833435312477,0.0005000937578125697,0.0007998400426538933,0.0010997800778875242,0.0020000884043911075,0.0030019716786382714,0.0065323420970940715,0.010842297709653425,0.01710442780161154,0.026049769501738276,0.03110816795073136
2013-05-03,0.00020001833435312477,0.0005000937578125697,0.0007998400426538933,0.0010997800778875242,0.0022002350932009084,0.003402862109125217,0.007340986786839695,0.011866401997707568,0.018366620607064156,0.02761290736695561,0.03273825708374362
