,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD
1984-11-08,0.864,1.3143,2.415,2.5742,,1.2697,240.95,8.595,0.4965,8.4825,2.146
1984-11-09,0.86,1.3163,2.426,2.6051,,1.2605,241.0,8.6,0.4964,8.475,2.1495
1984-11-12,,,,,,,,,,,
1984-11-13,0.8636,1.3153,2.414,2.6233,,1.2715,240.45,8.5625,0.4978,8.464,2.143
1984-11-14,0.8608,1.3166,2.45,2.647,,1.2605,242.45,8.635,0.4958,8.524,2.147
1984-11-15,0.859,1.3162,2.4415,2.647,,1.261,242.5,8.6275,0.4955,8.517,2.1455
1984-11-16,0.8599,1.3153,2.453,2.6682,,1.254,242.8,8.66,0.4964,8.545,2.148
1984-11-19,0.8579,1.3168,2.474,2.6682,,1.2487,243.65,8.7,0.4936,8.5885,2.152
1984-11-20,0.8564,1.3186,2.49,2.7001,,1.2375,244.8,8.732,0.4924,8.618,2.153
1984-11-21,0.8533,1.3176,2.502,2.7217,,1.2272,245.53,8.7775,0.4903,8.6415,2.153
1984-11-22,,,,,,,,,,,
1984-11-23,0.8568,1.3178,2.5015,2.7217,,1.22,245.4,8.8025,0.49,8.68,2.165
1984-11-26,0.8533,1.3194,2.525,2.7625,,1.1995,246.15,8.892,0.4873,8.7415,2.1695
1984-11-27,0.8565,1.3211,2.523,2.7943,,1.2087,245.4,8.8555,0.4885,8.723,2.168
1984-11-28,0.8589,1.3236,2.521,2.7943,,1.201,245.45,8.88,0.4877,8.74,2.1695
1984-11-29,0.8607,1.3223,2.5285,2.7943,,1.2015,245.8,8.875,0.488,8.744,2.1665
1984-11-30,0.8572,1.3242,2.555,2.7953,,1.197,247.5,8.9735,0.487,8.84,2.1685
1984-12-03,0.8542,1.3251,2.5655,2.7943,,1.1943,248.2,8.985,0.4848,8.84,2.1715
1984-12-04,0.8555,1.3218,2.53,2.7943,,1.2085,246.45,8.8505,0.4876,8.715,2.1665
1984-12-05,0.8545,1.3216,2.545,2.7831,,1.208,246.8,8.935,0.4875,8.8,2.1665
1984-12-06,0.852,1.3208,2.526,2.7831,,1.207,246.55,8.9025,0.4866,8.762,2.1675
1984-12-07,0.8488,1.3211,2.544,2.7831,,1.2035,247.4,8.9275,0.4866,8.8,2.17
1984-12-10,0.8415,1.322,2.5535,2.7971,,1.203,246.82,8.935,0.4847,8.815,2.169
1984-12-11,0.8436,1.319,2.551,2.7971,,1.199,247.0,8.923,0.4855,8.815,2.1685
1984-12-12,0.8463,1.3206,2.555,2.7971,,1.1987,247.25,8.935,0.4857,8.82,2.1705
1984-12-13,0.8421,1.3214,2.562,2.7971,,1.1895,247.55,8.97,0.4844,8.8475,2.173
1984-12-14,0.8365,1.3207,2.545,2.7971,,1.1935,247.75,8.925,0.4831,8.82,2.1765
1984-12-17,0.8387,1.3202,2.55,2.7971,,1.191,247.55,8.935,0.483,8.825,2.1765
1984-12-18,0.836,1.3176,2.5435,2.7971,,1.186,246.75,8.954,0.4835,8.845,2.175
1984-12-19,0.8326,1.3194,2.558,2.7971,,1.1748,247.76,8.9925,0.4818,8.875,2.178
1984-12-20,0.8318,1.3184,2.5715,2.7971,,1.1645,248.1,9.055,0.4795,8.945,2.1755
1984-12-21,0.8337,1.3158,2.567,2.7971,,1.173,247.95,9.03,0.48,8.925,2.172
1984-12-24,0.8365,1.3164,2.57,2.7971,,1.173,248.1,9.04,0.48,8.925,2.176
1984-12-25,,,,,,,,,,,
1984-12-26,0.8335,1.317,2.576,2.7971,,1.171,249.05,9.05,0.479,8.935,2.176
1984-12-27,0.829,1.3206,2.599,2.7971,,1.1625,250.2,9.1,0.4767,8.98,2.178
1984-12-28,0.8283,1.3207,2.591,2.8027,,1.163,250.45,9.075,0.4765,8.953,2.176
1984-12-31,0.825,1.3217,2.601,2.8027,,1.158,251.6,9.09,0.4755,8.985,2.181
1985-01-01,,,,,,,,,,,
1985-01-02,0.8164,1.3227,2.617,2.8027,,1.148,251.8,9.17,0.473,9.045,2.1895
1985-01-03,0.8149,1.3209,2.6215,2.8167,,1.1505,252.45,9.16,0.4726,9.0325,2.1995
1985-01-04,0.8123,1.3209,2.634,2.8167,,1.1535,253.2,9.16,0.4725,9.0325,2.1995
1985-01-07,0.8042,1.3217,2.6475,2.8167,,1.1415,255.95,9.162,0.47,9.046,2.206
1985-01-08,0.8118,1.3209,2.6365,2.8167,,1.1475,253.75,9.1275,0.4725,9.035,2.2
1985-01-09,0.8145,1.3202,2.652,2.8167,,1.141,255.1,9.135,0.4715,9.035,2.2
1985-01-10,0.8185,1.3212,2.636,2.8167,,1.134,253.7,9.12,0.4719,9.0375,2.2
1985-01-11,0.822,1.3214,2.645,2.8167,,1.1245,253.83,9.145,0.4715,9.065,2.1965
1985-01-14,0.8171,1.3248,2.677,2.8167,,1.111,255.4,9.236,0.4691,9.1445,2.203
1985-01-15,0.8151,1.3246,2.6805,2.8167,,1.1195,254.7,9.2375,0.4699,9.1525,2.2015
1985-01-16,0.8184,1.3246,2.6765,2.8167,,1.117,254.95,9.24,0.4699,9.14,2.2
1985-01-17,0.8182,1.3272,2.679,2.8167,,1.1187,254.55,9.2225,0.4701,9.145,2.1995
1985-01-18,0.8148,1.3273,2.6815,2.8167,,1.1195,254.58,9.21,0.4702,9.1475,2.198
1985-01-21,,,,,,,,,,,
1985-01-22,0.8133,1.3242,2.672,2.8167,,1.1235,254.0,9.1775,0.4695,9.07,2.197
1985-01-23,0.8113,1.326,2.6835,2.8167,,1.11,254.4,9.1975,0.4685,9.086,2.202
1985-01-24,0.8158,1.3241,2.6565,2.8167,,1.118,253.7,9.1475,0.4695,9.035,2.203
1985-01-25,0.8155,1.3249,2.6635,2.8167,,1.11,253.95,9.168,0.4688,9.0475,2.2
1985-01-28,0.8162,1.326,2.6625,2.8167,,1.111,254.18,9.17,0.4685,9.0525,2.205
1985-01-29,0.816,1.3268,2.667,2.8167,,1.1138,254.35,9.185,0.469,9.063,2.205
1985-01-30,0.8162,1.3271,2.676,2.8167,,1.126,254.5,9.175,0.4699,9.0525,2.2085
1985-01-31,0.8138,1.3272,2.675,2.8167,,1.1305,254.8,9.16,0.47,9.04,2.209
1985-02-01,0.8082,1.3279,2.7045,2.8167,,1.124,256.75,9.19,0.4692,9.06,2.214
1985-02-04,0.7933,1.3333,2.7395,2.8167,,1.114,259.42,9.265,0.464,9.146,2.23
1985-02-05,0.7785,1.335,2.7415,2.8167,,1.1112,259.7,9.305,0.4618,9.185,2.241
1985-02-06,0.7806,1.335,2.7375,2.8167,,1.1135,259.53,9.283,0.4619,9.1625,2.239
1985-02-07,0.758,1.3363,2.76,2.8167,,1.116,260.65,9.32,0.4591,9.1975,2.2585
1985-02-08,0.77,1.336,2.775,2.8167,,1.109,260.7,9.34,0.4595,9.22,2.2605
1985-02-11,0.7587,1.3391,2.795,2.8167,,1.097,261.65,9.4025,0.4559,9.275,2.2665
1985-02-12,,,,,,,,,,,
1985-02-13,0.737,1.3408,2.812,2.8589,,1.0875,262.8,9.4875,0.4515,9.342,2.262
1985-02-14,0.7459,1.3407,2.7985,2.8589,,1.092,260.5,9.44,0.4537,9.3075,2.261
1985-02-15,0.738,1.3398,2.777,2.8475,,1.102,257.85,9.385,0.4566,9.255,2.24
1985-02-18,,,,,,,,,,,
1985-02-19,0.677,1.3469,2.811,2.8305,,1.0929,260.7,9.49,0.4435,9.355,2.265
1985-02-20,0.682,1.352,2.823,2.8305,,1.0865,261.3,9.52,0.442,9.37,2.26
1985-02-21,0.7175,1.368,2.828,2.8305,,1.0815,261.8,9.5575,0.4468,9.43,2.265
1985-02-22,0.704,1.3875,2.858,2.8418,,1.0765,262.8,9.6775,0.443,9.4975,2.275
1985-02-25,0.694,1.4025,2.917,2.8503,,1.0545,262.65,9.835,0.4402,9.68,2.278
1985-02-26,0.703,1.3985,2.906,2.8588,,1.052,261.05,9.8225,0.441,9.6725,2.275
1985-02-27,0.717,1.382,2.84,2.8588,,1.0875,259.3,9.53,0.446,9.42,2.25
1985-02-28,0.71,1.3835,2.857,2.8417,,1.079,259.45,9.6,0.4445,9.48,2.262
1985-03-01,0.7085,1.3885,2.861,2.8559,,1.072,260.35,9.65,0.43,9.53,2.274
1985-03-04,0.7035,1.395,2.893,2.8559,,1.0677,260.1,9.6475,0.4335,9.5375,2.275
1985-03-05,0.6915,1.3982,2.9245,2.8644,,1.0545,261.0,9.8125,0.451,9.715,2.279
1985-03-06,0.6812,1.4005,2.898,2.8816,,1.072,261.2,9.6875,0.4665,9.6,2.2815
1985-03-07,0.6907,1.398,2.901,2.8671,,1.0674,261.0,9.745,0.45,9.65,2.2765
1985-03-08,0.69,1.4004,2.903,2.8758,,1.064,261.63,9.76,0.46,9.65,2.277
1985-03-11,0.703,1.3885,2.849,2.8758,,1.0885,259.25,9.6075,0.4735,9.546,2.265
1985-03-12,0.696,1.3865,2.84,2.8556,,1.0885,260.1,9.605,0.445,9.55,2.267
1985-03-13,0.6945,1.3885,2.85,2.8641,,1.086,260.25,9.63,0.445,9.5575,2.2675
1985-03-14,0.6902,1.3895,2.88,2.8641,,1.0805,260.55,9.6625,0.444,9.605,2.274
1985-03-15,0.6888,1.3875,2.876,2.8641,,1.084,260.55,9.635,0.443,9.5775,2.2755
1985-03-18,0.692,1.382,2.843,2.8641,,1.106,259.9,9.555,0.4465,9.5125,2.269
1985-03-19,0.6975,1.3752,2.7825,2.847,,1.1355,256.3,9.38,0.447,9.355,2.26
1985-03-20,0.695,1.376,2.755,2.8356,,1.151,256.4,9.39,0.4525,9.3625,2.247
1985-03-21,0.706,1.369,2.72,2.8469,,1.187,254.1,9.24,0.459,9.22,2.25
1985-03-22,0.7,1.3775,2.731,2.8385,,1.1725,255.65,9.26,0.4585,9.25,2.2375
1985-03-25,0.6965,1.383,2.742,2.8384,,1.171,256.65,9.28,0.456,9.2775,2.25
1985-03-26,0.699,1.377,2.72,2.8384,,1.182,255.4,9.225,0.459,9.2175,2.251
1985-03-27,0.7095,1.365,2.65,2.8327,,1.2375,251.95,8.995,0.467,9.001,2.225
1985-03-28,0.703,1.3705,2.65,2.8269,,1.227,253.0,9.02,0.458,9.05,2.215
1985-03-29,0.7,1.3675,2.6,2.8269,,1.236,251.0,8.89,0.463,8.92,2.205
1985-04-01,0.677,1.368,2.639,2.8269,,1.2215,252.45,8.995,0.461,9.0275,2.2275
1985-04-02,0.6745,1.3742,2.66,2.8439,,1.205,254.3,9.075,0.4605,9.1075,2.2225
1985-04-03,0.66,1.372,2.642,2.8439,,1.2165,253.15,8.97,0.46,9.05,2.227
1985-04-04,0.65,1.3775,2.689,2.8552,,1.1935,254.5,9.1425,0.45,9.1775,2.23
1985-04-05,0.652,1.3745,2.675,2.858,,1.1985,254.85,9.12,0.4525,9.1325,2.233
1985-04-08,0.6525,1.3725,2.666,2.858,,1.201,255.5,9.065,0.4525,9.1075,2.2375
1985-04-09,0.6675,1.372,2.653,2.858,,1.21,254.9,9.05,0.4505,9.0875,2.237
1985-04-10,0.6705,1.3743,2.653,2.8523,,1.215,254.25,9.031,0.4515,9.0805,2.232
1985-04-11,0.6725,1.3665,2.593,2.8523,,1.251,251.7,8.86,0.456,8.935,2.217
1985-04-12,0.6695,1.3645,2.569,2.8381,,1.2545,251.35,8.82,0.4565,8.9225,2.217
1985-04-15,0.67,1.363,2.529,2.8381,,1.2755,249.95,8.775,0.4565,8.8575,2.201
1985-04-16,0.666,1.36,2.529,2.8339,,1.2775,249.55,8.77,0.4565,8.8575,2.198
1985-04-17,0.6415,1.3575,2.531,2.8339,,1.2738,249.55,8.776,0.456,8.8775,2.205
1985-04-18,0.647,1.3525,2.48,2.8452,,1.2935,247.6,8.685,0.46,8.77,2.205
1985-04-19,0.644,1.3509,2.4765,2.831,,1.293,247.4,8.69,0.4575,8.775,2.1985
1985-04-22,0.6335,1.3525,2.503,2.831,,1.278,248.8,8.758,0.455,8.846,2.1995
1985-04-23,0.642,1.358,2.557,2.8451,,1.252,250.0,8.9025,0.454,8.9775,2.215
1985-04-24,0.658,1.3685,2.595,2.8565,,1.23,251.3,8.9975,0.452,9.05,2.2225
1985-04-25,0.673,1.3668,2.6215,2.8593,,1.2035,252.35,9.075,0.453,9.13,2.2285
1985-04-26,0.665,1.366,2.612,2.868,,1.216,252.95,9.01,0.4545,9.07,2.2335
1985-04-29,0.6545,1.3683,2.613,2.868,,1.23,252.7,8.975,0.4545,9.03,2.226
1985-04-30,0.6445,1.367,2.6,2.8593,,1.241,251.5,8.9475,0.454,9.0125,2.225
1985-05-01,0.646,1.3688,2.64,2.8593,,1.2235,252.75,9.045,0.4535,9.1125,2.2275
1985-05-02,0.653,1.3735,2.66,2.8593,,1.2205,252.95,9.0925,0.453,9.14,2.2375
1985-05-03,0.66,1.3815,2.711,2.8593,,1.207,253.85,9.2,0.4535,9.25,2.237
1985-05-06,0.664,1.3815,2.706,2.8737,,1.188,254.55,9.225,0.4525,9.241,2.24
1985-05-07,0.6705,1.3812,2.663,2.8737,,1.218,252.9,9.085,0.4525,9.13,2.221
1985-05-08,0.6827,1.3855,2.686,2.8593,,1.2075,253.75,9.13,0.453,9.165,2.237
1985-05-09,0.6915,1.3788,2.616,2.8593,,1.2378,251.55,8.975,0.454,9.045,2.221
1985-05-10,0.6925,1.3772,2.63,2.8593,,1.2335,252.4,8.99,0.453,9.06,2.225
1985-05-13,0.698,1.3746,2.584,2.8536,,1.2535,251.35,8.895,0.454,8.91,2.2195
1985-05-14,0.692,1.3745,2.567,2.8451,,1.2735,249.6,8.8195,0.454,8.85,2.2115
1985-05-15,0.6863,1.3735,2.581,2.8451,,1.2625,251.0,8.876,0.4535,8.9,2.211
1985-05-16,0.679,1.3721,2.591,2.868,,1.259,251.5,8.925,0.448,8.955,2.2175
1985-05-17,0.6838,1.3717,2.582,2.8451,,1.265,250.7,8.835,0.45,8.88,2.214
1985-05-20,0.695,1.3677,2.567,2.8451,,1.2825,249.65,8.772,0.4525,8.825,2.201
1985-05-21,0.6905,1.3717,2.582,2.8451,,1.2715,250.25,8.81,0.4522,8.86,2.214
1985-05-22,0.692,1.3695,2.588,2.8451,,1.2635,250.75,8.8625,0.452,8.92,2.2135
1985-05-23,0.678,1.3717,2.586,2.868,,1.259,251.3,8.8875,0.451,8.935,2.227
1985-05-24,0.6815,1.3759,2.608,2.8451,,1.2585,251.1,8.88,0.4513,8.935,2.2225
1985-05-27,,,,,,,,,,,
1985-05-28,0.6635,1.3787,2.6175,2.8565,,1.2515,251.6,8.93,0.45,8.96,2.2285
1985-05-29,0.664,1.3815,2.59,2.8565,,1.2665,251.75,8.8575,0.4498,8.9,2.229
1985-05-30,0.6633,1.3775,2.599,2.8508,,1.2735,251.6,8.86,0.4493,8.925,2.2215
1985-05-31,0.6632,1.3745,2.575,2.8508,,1.286,251.2,8.82,0.4507,8.87,2.225
1985-06-03,0.6635,1.3663,2.561,2.8508,,1.2945,248.6,8.785,0.4515,8.84,2.21
1985-06-04,0.662,1.3685,2.571,2.8508,,1.276,249.1,8.8,0.449,8.855,2.214
1985-06-05,0.6585,1.3707,2.584,2.865,,1.2565,249.45,8.8575,0.4483,8.903,2.217
1985-06-06,0.662,1.3705,2.572,2.865,,1.271,247.7,8.8225,0.4495,8.87,2.2135
1985-06-07,0.6643,1.372,2.598,2.865,,1.268,249.55,8.855,0.449,8.9,2.221
1985-06-10,0.6618,1.3738,2.613,2.865,,1.257,250.0,8.9075,0.448,8.95,2.2285
1985-06-11,0.6643,1.3713,2.599,2.865,,1.2623,249.9,8.885,0.4485,8.93,2.2255
1985-06-12,0.6705,1.3695,2.601,2.865,,1.2665,249.85,8.88,0.4495,8.934,2.2255
1985-06-13,0.665,1.3722,2.61,2.865,,1.265,249.8,8.8925,0.4498,8.939,2.2265
1985-06-14,0.666,1.3678,2.573,2.865,,1.28,248.75,8.812,0.4537,8.86,2.222
1985-06-17,0.6642,1.371,2.5745,2.865,,1.279,248.7,8.8125,0.457,8.855,2.2265
1985-06-18,0.666,1.367,2.539,2.865,,1.299,247.55,8.7325,0.46,8.77,2.226
1985-06-19,0.6673,1.3645,2.53,2.8536,,1.3065,247.7,8.719,0.4712,8.771,2.2255
1985-06-20,0.6648,1.3645,2.575,2.8708,,1.2769,248.35,8.83,0.465,8.8525,2.235
1985-06-21,0.6655,1.3662,2.565,2.8851,,1.287,248.15,8.81,0.4665,8.84,2.274
1985-06-24,0.6645,1.3653,2.566,2.8851,,1.287,248.8,8.8135,0.469,8.849,2.241
1985-06-25,0.6665,1.3648,2.571,2.8851,,1.285,249.0,8.835,0.472,8.8575,2.2425
1985-06-26,0.6703,1.3628,2.535,2.8851,,1.298,248.45,8.786,0.4745,8.795,2.246
1985-06-27,0.6665,1.364,2.564,2.8851,,1.292,249.0,8.8,0.4738,8.8175,2.24
1985-06-28,0.6685,1.3592,2.541,2.8851,,1.3095,248.4,8.8745,0.484,8.7425,2.2225
1985-07-01,0.6678,1.3575,2.549,2.8851,,1.305,247.95,8.755,0.4872,8.752,2.228
1985-07-02,0.6662,1.3575,2.548,2.8851,,1.304,248.35,8.771,0.4816,8.76,2.2345
1985-07-03,0.6688,1.3568,2.542,2.8851,,1.3127,248.05,8.75,0.477,8.745,2.2355
1985-07-04,,,,,,,,,,,
1985-07-05,0.675,1.3575,2.52,2.8851,,1.327,247.0,8.665,0.473,8.67,2.2305
1985-07-08,0.6788,1.3574,2.5005,2.8793,,1.3435,246.05,8.605,0.4735,8.615,2.2295
1985-07-09,0.682,1.3546,2.474,2.8793,,1.365,244.25,8.55,0.4755,8.565,2.22
1985-07-10,0.6918,1.3525,2.451,2.8793,,1.386,243.45,8.475,0.4795,8.51,2.2095
1985-07-11,0.701,1.3537,2.436,2.8793,,1.381,243.0,8.46,0.4835,8.477,2.209
1985-07-12,0.7004,1.3525,2.399,2.8793,,1.385,240.95,8.3865,0.4835,8.4275,2.209
1985-07-15,0.7048,1.3505,2.3935,2.8736,,1.389,237.65,8.378,0.4915,8.42,2.208
1985-07-16,0.7098,1.3519,2.3935,2.8736,,1.387,237.9,8.37,0.4995,8.406,2.205
1985-07-17,0.7138,1.3473,2.335,2.8736,,1.4112,236.5,8.27,0.4975,8.3185,2.1925
1985-07-18,0.7127,1.3485,2.369,2.8649,,1.4045,238.2,8.327,0.501,8.374,2.21
1985-07-19,0.7165,1.3481,2.378,2.8764,,1.399,238.75,8.4,0.5063,8.43,2.204
1985-07-22,0.712,1.3514,2.379,2.885,,1.3885,240.05,8.394,0.505,8.4565,2.211
1985-07-23,0.7148,1.3482,2.34,2.885,,1.41,238.0,8.291,0.515,8.355,2.2025
1985-07-24,0.7065,1.353,2.369,2.885,,1.3978,239.75,8.3725,0.5235,8.42,2.2065
1985-07-25,0.7075,1.3512,2.34,2.885,,1.4105,238.9,8.3345,0.5155,8.3905,2.203
1985-07-26,0.707,1.3522,2.335,2.885,,1.409,239.25,8.324,0.517,8.39,2.2105
1985-07-29,0.7187,1.3493,2.29,2.885,,1.4278,237.15,8.23,0.5218,8.29,2.203
1985-07-30,0.711,1.3511,2.297,2.885,,1.4215,237.4,8.23,0.5275,8.29,2.1925
1985-07-31,0.7226,1.354,2.294,2.885,,1.411,236.45,8.205,0.5263,8.285,2.185
1985-08-01,0.716,1.354,2.32,2.885,,1.381,237.65,8.285,0.527,8.3575,2.193
1985-08-02,0.7175,1.3523,2.314,2.9051,,1.371,237.45,8.28,0.526,8.36,2.193
1985-08-05,0.7185,1.3526,2.3245,2.8993,,1.3675,237.5,8.3025,0.5298,8.37,2.1925
1985-08-06,0.7115,1.3582,2.3625,2.8993,,1.346,238.45,8.3575,0.528,8.42,2.2025
1985-08-07,0.7055,1.3618,2.362,2.9081,,1.338,238.4,8.37,0.5265,8.4125,2.203
1985-08-08,0.7045,1.361,2.3405,2.9081,,1.3555,238.5,8.31,0.531,8.33,2.206
1985-08-09,0.708,1.361,2.341,2.9081,,1.3575,238.55,8.34,0.5335,8.405,2.207
1985-08-12,0.7153,1.3588,2.3035,2.9081,,1.3835,237.3,8.26,0.5446,8.33,2.197
1985-08-13,0.7125,1.3578,2.299,2.9081,,1.388,237.35,8.225,0.556,8.305,2.1985
1985-08-14,0.7052,1.3571,2.302,2.9081,,1.384,238.0,8.2435,0.5488,8.32,2.211
1985-08-15,0.6965,1.3545,2.267,2.9081,,1.3965,237.15,8.175,0.5405,8.25,2.2065
1985-08-16,0.7028,1.3537,2.259,2.9081,,1.3995,236.85,8.175,0.535,8.2425,2.205
1985-08-19,0.706,1.356,2.2615,2.9081,,1.399,236.85,8.1775,0.524,8.25,2.22
1985-08-20,0.709,1.3552,2.279,2.9081,,1.389,237.4,8.3,0.536,8.2825,2.2425
1985-08-21,0.7065,1.355,2.268,2.9168,,1.3923,237.0,8.22,0.539,8.2825,2.2335
1985-08-22,0.706,1.3547,2.244,2.9168,,1.4075,235.85,8.154,0.539,8.218,2.225
1985-08-23,0.704,1.3547,2.253,2.9168,,1.401,236.5,8.163,0.539,8.23,2.2345
1985-08-26,0.7025,1.3578,2.27,2.9168,,1.4073,236.89,8.2125,0.533,8.2775,2.232
1985-08-27,0.699,1.3613,2.288,2.9168,,1.393,237.38,8.245,0.5325,8.31,2.2505
1985-08-28,0.703,1.3601,2.2665,2.9168,,1.4015,237.0,8.198,0.5335,8.266,2.25
1985-08-29,0.703,1.3621,2.2805,2.9168,,1.3995,237.12,8.2225,0.539,8.289,2.258
1985-08-30,0.7015,1.3659,2.31,2.9168,,1.391,239.0,8.255,0.5425,8.325,2.26
1985-09-02,,,,,,,,,,,
1985-09-03,0.687,1.3704,2.352,2.9372,,1.369,239.5,8.3815,0.538,8.435,2.2675
1985-09-04,0.6845,1.3688,2.346,2.949,,1.3728,239.6,8.345,0.536,8.425,2.2655
1985-09-05,0.6898,1.3689,2.3565,2.949,,1.365,239.95,8.368,0.5392,8.434,2.2685
1985-09-06,0.6843,1.3702,2.418,2.9608,,1.325,243.6,8.5225,0.535,8.596,2.2975
1985-09-09,0.6675,1.3711,2.423,2.9697,,1.3045,243.45,8.59,0.532,8.625,2.296
1985-09-10,0.6747,1.3716,2.426,2.9786,,1.313,242.75,8.568,0.5185,8.616,2.292
1985-09-11,0.672,1.3726,2.44,2.9786,,1.3085,243.55,8.61,0.5172,8.66,2.2995
1985-09-12,0.6729,1.3734,2.425,2.9786,,1.3185,243.2,8.61,0.524,8.62,2.3085
1985-09-13,0.678,1.3726,2.393,2.9786,,1.34,242.0,8.4725,0.5242,8.53,2.285
1985-09-16,0.6805,1.3743,2.383,2.9697,,1.342,241.35,8.445,0.525,8.49,2.25
1985-09-17,0.6827,1.3761,2.379,2.9697,,1.3395,241.7,8.45,0.5275,8.51,2.195
1985-09-18,0.682,1.3787,2.389,2.9815,,1.335,242.25,8.49,0.5275,8.525,2.21
1985-09-19,0.6815,1.38,2.383,2.9905,,1.34,242.05,8.46,0.5265,8.5,2.2085
1985-09-20,0.6985,1.3759,2.342,2.9905,,1.367,240.1,8.321,0.533,8.378,2.2015
1985-09-23,0.7035,1.3665,2.241,2.9844,,1.427,231.9,8.126,0.544,8.179,2.14
1985-09-24,0.707,1.361,2.232,2.9755,,1.4315,229.8,8.063,0.5415,8.1275,2.165
1985-09-25,0.713,1.3603,2.206,2.9755,,1.4375,226.9,7.976,0.538,8.0395,2.1605
1985-09-26,0.7195,1.359,2.192,2.9755,,1.437,220.3,7.93,0.5395,8.005,2.1425
1985-09-27,0.711,1.3643,2.197,2.9755,,1.4025,220.1,7.97,0.543,8.07,2.1425
1985-09-30,0.702,1.371,2.195,2.9755,,1.4085,216.5,7.975,0.5475,8.05,2.141
1985-10-01,0.711,1.3707,2.168,2.9874,,1.4105,215.0,7.94,0.5565,7.98,2.13
1985-10-02,0.7092,1.3643,2.165,2.9874,,1.4135,214.1,7.89,0.552,7.98,2.158
1985-10-03,0.712,1.366,2.147,3.0083,,1.425,212.79,7.845,0.563,7.945,2.124
1985-10-04,0.7077,1.3675,2.162,3.0023,,1.4155,213.45,7.835,0.559,7.915,2.1235
1985-10-07,0.7038,1.368,2.171,3.0023,,1.4125,215.45,7.9075,0.565,7.995,2.145
1985-10-08,0.7035,1.367,2.171,3.0294,,1.413,216.0,7.89,0.5685,7.98,2.142
1985-10-09,0.6962,1.3651,2.176,3.0415,,1.414,214.8,7.895,0.5745,7.98,2.143
1985-10-10,0.7022,1.3684,2.186,3.0536,,1.411,215.4,7.913,0.5765,7.994,2.149
1985-10-11,0.7033,1.3674,2.178,3.0536,,1.4115,214.65,7.91,0.5815,7.995,2.142
1985-10-14,,,,,,,,,,,
1985-10-15,0.7,1.3703,2.183,3.0536,,1.4128,215.45,7.927,0.588,7.983,2.1415
1985-10-16,0.699,1.371,2.205,3.0658,,1.4075,217.3,8.007,0.5785,8.035,2.1455
1985-10-17,0.7031,1.3664,2.175,3.0658,,1.414,215.15,7.953,0.579,7.966,2.1415
1985-10-18,0.7047,1.3651,2.169,3.0627,,1.428,215.15,7.955,0.582,7.964,2.14
1985-10-21,0.703,1.3634,2.164,3.0627,,1.4335,215.7,7.888,0.5815,7.93,2.1335
1985-10-22,0.7013,1.3652,2.173,3.0842,,1.4305,216.1,7.9225,0.5635,7.9425,2.1355
1985-10-23,0.6965,1.3642,2.165,3.1057,,1.4335,215.9,7.925,0.56,7.951,2.1365
1985-10-24,0.6987,1.366,2.172,3.1275,,1.421,216.7,7.934,0.564,7.96,2.1455
1985-10-25,0.6992,1.3672,2.175,3.1588,,1.422,214.9,7.94,0.559,7.965,2.141
1985-10-28,0.7,1.3665,2.167,3.1588,,1.4275,213.5,7.92,0.5615,7.935,2.1385
1985-10-29,0.6997,1.3651,2.15,3.1904,,1.4352,212.43,7.87,0.566,7.88,2.135
1985-10-30,0.701,1.3663,2.15,3.2095,,1.441,211.5,7.8775,0.576,7.875,2.132
1985-10-31,0.699,1.3668,2.151,3.2095,,1.4405,211.55,7.8725,,7.876,2.13
1985-11-01,0.6975,1.367,2.136,3.2095,,1.441,209.0,7.87,,7.86,2.126
1985-11-04,0.683,1.3695,2.139,3.2095,,1.4405,207.9,7.842,0.5825,7.829,2.117
1985-11-05,0.6683,1.3745,2.152,3.2095,,1.4325,208.0,7.855,0.5725,7.8375,2.1175
1985-11-06,0.6615,1.3763,2.1415,3.2095,,1.4353,205.25,7.835,0.586,7.815,2.1155
1985-11-07,0.6645,1.3747,2.16,3.2095,,1.4165,205.6,7.8775,0.5855,7.8675,2.109
1985-11-08,0.673,1.3769,2.1575,3.2095,,1.4167,205.85,7.905,0.585,7.895,2.1185
1985-11-11,,,,,,,,,,,
1985-11-12,0.661,1.379,2.153,3.2095,,1.411,205.85,7.89,0.57,7.885,2.117
1985-11-13,0.6632,1.3798,2.1435,3.2095,,1.4235,204.0,7.875,0.569,7.87,2.115
1985-11-14,0.6698,1.3782,2.144,3.2095,,1.4273,203.35,7.8725,0.572,7.865,2.115
1985-11-15,0.673,1.3769,2.15,3.2095,,1.4217,204.3,7.8775,0.559,7.875,2.118
1985-11-18,0.6735,1.3764,2.142,3.192,,1.4255,203.45,7.8475,0.5545,7.85,2.116
1985-11-19,0.677,1.3756,2.128,3.2095,,1.4345,203.0,7.82,0.5575,7.8125,2.113
1985-11-20,0.6787,1.3778,2.142,3.2095,,1.434,203.45,7.854,0.5625,7.85,2.1115
1985-11-21,0.6822,1.3769,2.1215,3.2095,,1.4415,202.1,7.781,0.5755,7.887,2.107
1985-11-22,0.6883,1.3758,2.1075,3.2095,,1.455,201.35,7.7435,0.572,7.7515,2.085
1985-11-25,0.6916,1.3776,2.1015,3.2095,,1.4628,200.8,7.7,0.5745,7.7175,2.0875
1985-11-26,0.6913,1.3778,2.091,3.2095,,1.4705,201.0,7.667,0.574,7.679,2.0855
