,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD
1996-11-21,0.811,1.3393,1.2667,8.3311,,1.6887,111.42,6.32,0.712,6.6155,1.4015
1996-11-22,0.812,1.3393,1.2695,8.3317,,1.68,111.41,6.345,0.7148,6.611,1.4015
1996-11-25,0.8116,1.3413,1.2865,8.3317,,1.6695,112.69,6.405,0.7123,6.641,1.4017
1996-11-26,0.8113,1.3423,1.2905,8.3312,,1.673,112.66,6.419,0.7088,6.671,1.4012
1996-11-27,0.8111,1.3466,1.2924,8.331,,1.676,113.33,6.413,0.7082,6.672,1.4015
1996-11-28,,,,,,,,,,,
1996-11-29,0.8137,1.3489,1.3033,8.3312,,1.682,113.88,6.4172,0.7108,6.718,1.4026
1996-12-02,0.818,1.3515,1.314,8.3312,,1.684,113.8,6.4325,0.7113,6.731,1.401
1996-12-03,0.797,1.3486,1.3285,8.3311,,1.642,113.59,6.522,0.7065,6.799,1.4035
1996-12-04,0.798,1.3525,1.323,8.3313,,1.6387,113.13,6.521,0.712,6.8005,1.403
1996-12-05,0.798,1.3585,1.3138,8.3313,,1.6268,112.35,6.486,0.703,6.805,1.4008
1996-12-06,0.7961,1.3595,1.3155,8.3302,,1.6415,112.84,6.469,0.7032,6.809,1.4005
1996-12-09,0.8031,1.3555,1.3268,8.3296,,1.6475,113.27,6.498,0.707,6.855,1.4015
1996-12-10,0.8018,1.3569,1.3275,8.3294,,1.6505,113.28,6.485,0.6985,6.839,1.4002
1996-12-11,0.792,1.3625,1.3105,8.3292,,1.658,112.9,6.438,0.6955,6.7875,1.399
1996-12-12,0.7925,1.3569,1.314,8.3295,,1.657,113.55,6.466,0.7006,6.8075,1.3995
1996-12-13,0.7915,1.3625,1.3167,8.329,,1.6603,113.8,6.468,0.7015,6.791,1.4
1996-12-16,0.793,1.3662,1.327,8.3286,,1.6622,114.24,6.474,0.698,6.837,1.4003
1996-12-17,0.7959,1.3665,1.321,8.3283,,1.672,113.63,6.4505,0.7077,6.827,1.4005
1996-12-18,0.7905,1.3671,1.3322,8.3279,,1.6722,113.65,6.475,0.7055,6.848,1.3991
1996-12-19,0.794,1.3685,1.337,8.3275,,1.6525,114.0,6.482,0.7073,6.834,1.3995
1996-12-20,0.7943,1.3675,1.3325,8.327,,1.667,114.25,6.455,0.7083,6.824,1.3998
1996-12-23,0.797,1.3675,1.3375,8.3277,,1.6715,114.12,6.4707,0.7075,6.871,1.401
1996-12-24,0.796,1.3657,1.345,8.328,,1.6715,114.5,6.5653,0.7072,6.8717,1.3905
1996-12-25,,,,,,,,,,,
1996-12-26,0.795,1.3637,1.3453,8.3277,,1.6726,114.92,6.4653,0.706,6.878,1.3993
1996-12-27,0.795,1.3697,1.3503,8.3282,,1.6917,116.13,6.4505,0.7065,6.867,1.4
1996-12-30,0.7957,1.3683,1.3515,8.3282,,1.6908,115.88,6.455,0.7055,6.887,1.4003
1996-12-31,0.7944,1.3697,1.339,8.3284,,1.7123,115.77,6.375,0.7065,6.825,1.3995
1997-01-01,,,,,,,,,,,
1997-01-02,0.7895,1.3736,1.343,8.3283,,1.687,115.49,6.381,0.7072,6.8749,1.399
1997-01-03,0.7914,1.3742,1.3587,8.3283,,1.69,116.33,6.446,0.7075,6.9281,1.403
1997-01-06,0.7882,1.3686,1.3581,8.328,,1.685,115.8,6.4665,0.7081,6.965,1.4063
1997-01-07,0.7891,1.357,1.354,8.3276,,1.695,115.34,6.459,0.7097,6.966,1.404
1997-01-08,0.7796,1.3533,1.365,8.3272,,1.6871,115.86,6.5022,0.7067,6.979,1.4055
1997-01-09,0.778,1.3522,1.3683,8.3268,,1.6945,116.19,6.4385,0.7065,6.924,1.4057
1997-01-10,0.7818,1.348,1.3768,8.3267,,1.6814,116.1,6.402,0.705,6.909,1.4055
1997-01-13,0.7783,1.349,1.379,8.3266,,1.6713,116.41,6.375,0.7035,6.951,1.4045
1997-01-14,0.781,1.3505,1.3765,8.3264,,1.6695,116.9,6.4026,0.703,6.9645,1.4052
1997-01-15,0.7767,1.3421,1.3738,8.3262,,1.6785,117.24,6.354,0.7037,6.954,1.4055
1997-01-16,0.7791,1.3392,1.3772,8.3258,,1.6762,116.54,6.342,0.7064,6.9542,1.4035
1997-01-17,0.78,1.3399,1.3945,8.3256,,1.6602,117.11,6.349,0.7085,7.036,1.4058
1997-01-20,,,,,,,,,,,
1997-01-21,0.7774,1.3385,1.4145,8.3255,,1.6632,117.8,6.474,0.7041,7.094,1.407
1997-01-22,0.7756,1.3357,1.4273,8.3254,,1.6534,118.92,6.5129,0.7042,7.146,1.4085
1997-01-23,0.7716,1.3417,1.423,8.3254,,1.6285,119.65,6.614,0.6967,7.27,1.4085
1997-01-24,0.772,1.3486,1.4081,8.3251,,1.6283,119.06,6.5673,0.6935,7.2213,1.408
1997-01-27,0.7722,1.3443,1.4226,8.3248,,1.624,119.45,6.4905,0.69,7.2605,1.408
1997-01-28,0.769,1.3407,1.4291,8.3244,,1.6155,121.19,6.5435,0.6874,7.304,1.4105
1997-01-29,0.77,1.3455,1.4255,8.324,,1.6207,121.98,6.546,0.6883,7.2823,1.4073
1997-01-30,0.7657,1.3482,1.4226,8.3238,,1.6183,121.55,6.48,0.69,7.226,1.408
1997-01-31,0.7625,1.3474,1.419,8.3234,,1.6012,121.25,6.4915,0.6885,7.243,1.408
1997-02-03,0.767,1.3434,1.4205,8.3231,,1.6135,121.68,6.4885,0.6882,7.299,1.409
1997-02-04,0.763,1.3431,1.426,8.3227,,1.6207,122.34,6.4536,0.6898,7.323,1.409
1997-02-05,0.7613,1.343,1.4285,8.3225,,1.638,123.59,6.4575,0.6909,7.378,1.414
1997-02-06,0.7648,1.3484,1.4255,8.3216,,1.6355,123.82,6.478,0.6885,7.388,1.4135
1997-02-07,0.7611,1.3493,1.4448,8.3216,,1.6228,124.54,6.561,0.6835,7.423,1.4145
1997-02-10,0.7572,1.3518,1.4265,8.3216,,1.639,122.74,6.562,0.6842,7.349,1.409
1997-02-11,0.7583,1.3558,1.4345,8.3216,,1.644,123.17,6.5815,0.6876,7.408,1.4158
1997-02-12,0.759,1.3557,1.4483,8.32,,1.6338,124.02,6.613,0.687,7.399,1.4165
1997-02-13,0.7676,1.3531,1.4531,8.3222,,1.623,124.35,6.6555,0.6946,7.407,1.4187
1997-02-14,0.7655,1.3502,1.4632,8.3225,,1.6207,124.06,6.69,0.6935,7.369,1.4175
1997-02-17,,,,,,,,,,,
1997-02-18,0.7653,1.3575,1.4705,8.3221,,1.6022,123.92,6.742,0.6894,7.421,1.4263
1997-02-19,0.7663,1.359,1.4887,8.3238,,1.6138,124.3,6.746,0.69,7.477,1.4295
1997-02-20,0.7702,1.3597,1.4767,8.3239,,1.6107,122.83,6.775,0.6938,7.413,1.4245
1997-02-21,0.777,1.3625,1.4725,8.3241,,1.6155,123.28,6.741,0.694,7.4206,1.424
1997-02-24,0.777,1.3623,1.4556,8.3238,,1.6333,122.18,6.649,0.697,7.3864,1.4215
1997-02-25,0.7768,1.3612,1.4642,8.32,,1.6323,121.93,6.664,0.6965,7.433,1.4243
1997-02-26,0.7742,1.366,1.4773,8.3248,,1.633,121.9,6.697,0.6942,7.4699,1.4285
1997-02-27,0.7778,1.3671,1.478,8.3248,,1.6265,120.8,6.7327,0.6908,7.477,1.4255
1997-02-28,0.7765,1.367,1.4735,8.3254,,1.6287,120.83,6.7268,0.6924,7.4909,1.426
1997-03-03,0.7863,1.3675,1.477,8.326,,1.6175,121.15,6.8447,0.7007,7.5849,1.4258
1997-03-04,0.7894,1.37,1.4872,8.3253,,1.6155,121.95,6.973,0.704,7.675,1.4265
1997-03-05,0.7841,1.3683,1.4812,8.325,,1.6117,121.5,6.9495,0.7025,7.648,1.428
1997-03-06,0.7873,1.3649,1.486,8.3257,,1.6131,121.28,6.9355,0.7031,7.663,1.4315
1997-03-07,0.788,1.368,1.4852,8.3257,,1.6032,121.88,6.935,0.704,7.693,1.4343
1997-03-10,0.7875,1.371,1.4732,8.3253,,1.6005,121.7,6.8275,0.7026,7.609,1.4333
1997-03-11,0.7927,1.3667,1.4726,8.3252,,1.6058,121.77,6.813,0.7045,7.6276,1.4335
1997-03-12,0.794,1.364,1.4656,8.3253,,1.5932,122.68,6.8015,0.704,7.69,1.4342
1997-03-13,0.7923,1.3633,1.4642,8.3255,,1.5965,123.24,6.85,0.6995,7.6925,1.4353
1997-03-14,0.7978,1.3636,1.4582,8.3255,,1.6022,123.46,6.8384,0.6987,7.7699,1.4335
1997-03-17,0.7935,1.3694,1.4585,8.3258,,1.59,123.65,6.8525,0.6948,7.735,1.4346
1997-03-18,0.786,1.3746,1.4395,8.3258,,1.589,122.45,6.805,0.6937,7.69,1.4375
1997-03-19,0.786,1.379,1.4469,8.3259,,1.5968,122.8,6.768,0.6903,7.677,1.44
1997-03-20,0.7871,1.3795,1.4494,8.3259,,1.5948,123.59,6.775,0.6914,7.66,1.4477
1997-03-21,0.7841,1.3802,1.4595,8.3256,,1.6015,122.82,6.7025,0.6921,7.6355,1.4468
1997-03-24,0.787,1.378,1.4564,8.3256,,1.6171,122.93,6.715,0.6974,7.627,1.439
1997-03-25,0.7817,1.3779,1.4675,8.3268,,1.6172,123.9,6.6799,0.6955,7.668,1.4423
1997-03-26,0.783,1.3746,1.4651,8.3266,,1.6276,124.23,6.692,0.6934,7.644,1.452
1997-03-27,0.7816,1.377,1.449,8.3264,,1.6312,123.65,6.6297,0.6943,7.549,1.4467
1997-03-28,0.7835,1.381,1.4505,8.3264,,1.6315,123.9,6.638,0.6945,7.575,1.447
1997-03-31,0.784,1.3835,1.4383,8.3255,,1.6448,123.72,6.595,0.6947,7.54,1.4445
1997-04-01,0.7876,1.3865,1.4427,8.3253,,1.6485,122.7,6.724,0.6973,7.6056,1.4392
1997-04-02,0.7845,1.3877,1.4445,8.3263,,1.6425,122.72,6.794,0.6963,7.648,1.441
1997-04-03,0.779,1.3887,1.4335,8.3269,,1.646,122.8,6.785,0.6927,7.593,1.434
1997-04-04,0.7755,1.3923,1.4422,8.3268,,1.6389,124.27,6.833,0.6905,7.613,1.437
1997-04-07,0.7762,1.3894,1.4648,8.3266,,1.6277,125.67,6.9638,0.6892,7.71,1.4414
1997-04-08,0.781,1.388,1.4692,8.3266,,1.6233,126.08,6.9391,0.6886,7.655,1.4415
1997-04-09,0.7838,1.3882,1.477,8.3265,,1.622,126.86,6.976,0.6935,7.7005,1.4423
1997-04-10,0.7814,1.3916,1.4704,8.3265,,1.623,125.95,6.96,0.6916,7.699,1.4382
1997-04-11,0.786,1.3976,1.466,8.3269,,1.6245,126.04,6.982,0.6938,7.6959,1.4408
1997-04-14,0.779,1.3985,1.4689,8.3265,,1.6225,126.48,6.9705,0.692,7.636,1.442
1997-04-15,0.7755,1.3967,1.4693,8.3261,,1.6255,126.35,7.025,0.6873,7.707,1.4435
1997-04-16,0.7716,1.3978,1.4715,8.3256,,1.6225,125.75,7.058,0.687,7.723,1.4415
1997-04-17,0.7735,1.3975,1.469,8.3251,,1.631,126.05,7.09,0.6893,7.731,1.4413
1997-04-18,0.774,1.3994,1.4589,8.3251,,1.6315,125.88,7.058,0.6915,7.678,1.441
1997-04-21,0.776,1.3978,1.4496,8.3248,,1.6353,125.66,7.075,0.6938,7.643,1.4398
1997-04-22,0.778,1.3957,1.4596,8.3249,,1.6362,126.25,7.0947,0.6938,7.676,1.444
1997-04-23,0.7765,1.3942,1.4624,8.3246,,1.6213,126.16,7.0481,0.6928,7.645,1.4445
1997-04-24,0.7755,1.3928,1.4615,8.3248,,1.625,125.96,7.07,0.692,7.67,1.4441
1997-04-25,0.7768,1.3966,1.469,8.3243,,1.6235,125.88,7.081,0.6935,7.778,1.4428
1997-04-28,0.7797,1.3995,1.469,8.3249,,1.6232,126.68,7.101,0.6949,7.793,1.445
1997-04-29,0.7804,1.3979,1.4668,8.3249,,1.6312,126.81,7.099,0.694,7.822,1.4445
1997-04-30,0.7795,1.3971,1.4745,8.3245,,1.62,127.03,7.124,0.693,7.85,1.448
1997-05-01,0.7845,1.3895,1.4685,8.3245,,1.6238,126.64,7.088,0.689,7.777,1.4463
1997-05-02,0.784,1.3833,1.47,8.3245,,1.6215,126.57,7.098,0.6905,7.837,1.4475
1997-05-05,0.78,1.3813,1.4741,8.3247,,1.62,126.7,7.165,0.6885,7.915,1.446
1997-05-06,0.7772,1.3781,1.4615,8.3243,,1.6375,125.45,7.136,0.687,7.8135,1.446
1997-05-07,0.7764,1.3817,1.4621,8.3238,,1.6364,125.09,7.122,0.6847,7.7505,1.4465
1997-05-08,0.78,1.3835,1.444,8.3234,,1.62,123.85,7.073,0.6858,7.695,1.4435
1997-05-09,0.7784,1.391,1.423,8.3231,,1.621,120.73,7.042,0.6877,7.658,1.441
1997-05-12,0.7787,1.39,1.4385,8.323,,1.6235,118.95,7.103,0.695,7.694,1.435
1997-05-13,0.7767,1.3862,1.4376,8.3228,,1.6319,118.75,7.026,0.6945,7.6585,1.4365
1997-05-14,0.778,1.3856,1.4395,8.3225,,1.64,118.33,7.045,0.6956,7.606,1.4355
1997-05-15,0.7765,1.3791,1.4355,8.3221,,1.6385,116.28,7.07,0.6962,7.605,1.4348
1997-05-16,0.7748,1.3705,1.4205,8.3218,,1.6335,115.43,7.052,0.693,7.622,1.4325
1997-05-19,0.7743,1.372,1.4288,8.3223,,1.638,116.05,7.123,0.6917,7.678,1.4345
1997-05-20,0.7742,1.375,1.4075,8.3219,,1.6438,113.8,7.052,0.692,7.563,1.4305
1997-05-21,0.784,1.3667,1.406,8.3221,,1.6465,114.08,7.026,0.6953,7.5365,1.431
1997-05-22,0.7795,1.3717,1.4145,8.3223,,1.6235,115.96,7.055,0.6935,7.605,1.4315
1997-05-23,0.765,1.3751,1.4048,8.3223,,1.6324,115.8,7.051,0.6902,7.596,1.431
